Date and Time     	Excel-Time    	1-Laser	2-Laser	3-Sum  	4-TC1  	5-TC2  	6-Tair 	7-rH%  
14.04.17 02:28:43	  42839,103275	  18,69	 631,72	 650,41	  19,01	  19,05	  19,46	  52,04
14.04.17 02:31:12	  42839,105000	  18,67	 631,67	 650,34	  19,01	  19,08	  19,45	  52,04
14.04.17 02:33:41	  42839,106725	  18,70	 631,64	 650,34	  18,95	  19,03	  19,45	  52,01
14.04.17 02:36:11	  42839,108461	  18,69	 631,66	 650,35	  18,94	  19,06	  19,44	  52,04
14.04.17 02:38:40	  42839,110185	  18,68	 631,64	 650,31	  18,95	  19,09	  19,44	  51,98
14.04.17 02:41:09	  42839,111910	  18,67	 631,65	 650,32	  18,94	  18,96	  19,44	  52,04
14.04.17 02:43:45	  42839,113715	  18,69	 631,69	 650,37	  18,94	  19,04	  19,43	  52,01
14.04.17 02:46:14	  42839,115440	  18,66	 631,68	 650,34	  18,94	  19,03	  19,42	  51,97
14.04.17 02:48:43	  42839,117164	  18,62	 631,64	 650,26	  18,88	  19,05	  19,42	  51,91
14.04.17 02:51:13	  42839,118900	  18,66	 631,64	 650,29	  18,88	  19,06	  19,41	  51,94
14.04.17 02:53:42	  42839,120625	  18,65	 631,56	 650,21	  18,94	  19,01	  19,41	  51,85
14.04.17 02:56:11	  42839,122350	  18,63	 631,64	 650,27	  18,89	  19,06	  19,40	  51,88
14.04.17 02:58:40	  42839,124074	  18,69	 630,33	 649,03	  18,95	  19,03	  19,39	  51,88
14.04.17 03:01:09	  42839,125799	  18,69	 631,21	 649,90	  18,88	  18,99	  19,39	  51,85
14.04.17 03:03:45	  42839,127604	  18,68	 630,60	 649,27	  18,94	  18,91	  19,37	  51,81
14.04.17 03:06:15	  42839,129340	  18,68	 630,21	 648,88	  18,88	  19,05	  19,37	  51,72
14.04.17 03:08:44	  42839,131065	  18,66	 630,32	 648,98	  18,89	  19,01	  19,36	  51,75
14.04.17 03:11:13	  42839,132789	  18,66	 630,31	 648,98	  18,88	  18,97	  19,36	  51,78
14.04.17 03:13:42	  42839,134514	  18,67	 630,31	 648,98	  18,88	  18,89	  19,35	  51,68
14.04.17 03:16:11	  42839,136238	  18,66	 630,34	 649,00	  18,88	  18,99	  19,35	  51,59
14.04.17 03:18:41	  42839,137975	  18,66	 630,33	 648,99	  18,88	  18,94	  19,34	  51,68
14.04.17 03:21:10	  42839,139699	  18,65	 629,46	 648,11	  18,88	  19,01	  19,34	  51,65
14.04.17 03:23:39	  42839,141424	  18,65	 629,05	 647,70	  18,88	  18,94	  19,33	  51,59
14.04.17 03:26:15	  42839,143229	  18,66	 630,00	 648,65	  18,88	  18,92	  19,32	  51,62
14.04.17 03:28:44	  42839,144954	  18,63	 629,72	 648,35	  18,82	  18,90	  19,31	  51,59
14.04.17 03:31:13	  42839,146678	  18,66	 629,17	 647,83	  18,82	  18,96	  19,31	  51,52
14.04.17 03:33:43	  42839,148414	  18,63	 629,03	 647,66	  18,82	  18,94	  19,30	  51,52
14.04.17 03:36:12	  42839,150139	  18,70	 629,01	 647,71	  18,82	  18,99	  19,30	  51,46
14.04.17 03:38:41	  42839,151863	  18,66	 629,00	 647,67	  18,82	  18,95	  19,29	  51,46
14.04.17 03:41:10	  42839,153588	  18,65	 627,62	 646,27	  18,81	  18,93	  19,29	  51,40
14.04.17 03:43:39	  42839,155312	  18,69	 628,10	 646,78	  18,81	  18,97	  19,28	  51,39
14.04.17 03:46:15	  42839,157118	  18,66	 628,75	 647,41	  18,81	  18,90	  19,28	  51,33
14.04.17 03:48:45	  42839,158854	  18,69	 628,43	 647,11	  18,82	  18,93	  19,27	  51,30
14.04.17 03:51:14	  42839,160579	  18,82	 628,69	 647,51	  18,82	  18,86	  19,26	  51,33
14.04.17 03:53:43	  42839,162303	  18,66	 627,66	 646,33	  18,82	  18,88	  19,26	  51,24
14.04.17 03:56:12	  42839,164028	  18,68	 627,62	 646,30	  18,76	  18,93	  19,25	  51,30
14.04.17 03:58:41	  42839,165752	  18,63	 627,60	 646,23	  18,76	  18,83	  19,25	  51,27
14.04.17 04:01:11	  42839,167488	  18,61	 627,59	 646,20	  18,75	  18,86	  19,24	  51,17
14.04.17 04:03:40	  42839,169213	  18,63	 627,09	 645,72	  18,76	  18,86	  19,24	  51,17
14.04.17 04:06:09	  42839,170938	  18,64	 627,05	 645,69	  18,75	  18,82	  19,23	  51,14
14.04.17 04:08:45	  42839,172743	  18,61	 626,32	 644,93	  18,75	  18,83	  19,21	  51,10
14.04.17 04:11:14	  42839,174468	  19,10	 626,63	 645,73	  18,76	  18,92	  19,21	  51,10
14.04.17 04:13:44	  42839,176204	  18,72	 626,33	 645,05	  18,76	  18,88	  19,20	  51,07
14.04.17 04:16:13	  42839,177928	  18,66	 626,28	 644,94	  18,75	  18,87	  19,19	  51,07
14.04.17 04:18:42	  42839,179653	  19,01	 626,45	 645,46	  18,75	  18,87	  19,18	  51,16
14.04.17 04:21:11	  42839,181377	  19,44	 625,77	 645,21	  18,75	  18,81	  19,18	  51,10
14.04.17 04:23:40	  42839,183102	  18,96	 626,23	 645,18	  18,76	  18,75	  19,18	  51,07
14.04.17 04:26:10	  42839,184838	  19,95	 626,18	 646,13	  18,69	  18,87	  19,17	  51,04
14.04.17 04:28:46	  42839,186644	  19,68	 625,91	 645,59	  18,69	  18,88	  19,17	  50,91
14.04.17 04:31:15	  42839,188368	  19,93	 626,32	 646,25	  18,69	  18,78	  19,16	  50,94
14.04.17 04:33:44	  42839,190093	  19,96	 626,82	 646,77	  18,69	  18,79	  19,16	  50,97
14.04.17 04:36:13	  42839,191817	  19,91	 626,30	 646,20	  18,69	  18,78	  19,16	  50,91
14.04.17 04:38:42	  42839,193542	  19,92	 626,30	 646,21	  18,69	  18,76	  19,15	  50,85
14.04.17 04:41:12	  42839,195278	  19,95	 626,29	 646,24	  18,69	  18,73	  19,14	  50,84
14.04.17 04:43:41	  42839,197002	  19,97	 626,03	 646,00	  18,69	  18,77	  19,12	  50,81
14.04.17 04:46:10	  42839,198727	  19,99	 624,82	 644,80	  18,69	  18,80	  19,12	  50,69
14.04.17 04:48:39	  42839,200451	  19,97	 624,00	 643,97	  18,63	  18,75	  19,11	  50,78
14.04.17 04:51:15	  42839,202257	  19,92	 623,84	 643,77	  18,63	  18,61	  19,11	  50,68
14.04.17 04:53:44	  42839,203981	  20,00	 625,03	 645,03	  18,63	  18,81	  19,10	  50,59
14.04.17 04:56:14	  42839,205718	  19,92	 626,15	 646,07	  18,63	  18,66	  19,10	  50,65
14.04.17 04:58:43	  42839,207442	  19,94	 625,87	 645,81	  18,63	  18,74	  19,09	  50,53
14.04.17 05:01:12	  42839,209167	  19,96	 624,10	 644,07	  18,62	  18,66	  19,08	  50,40
14.04.17 05:03:41	  42839,210891	  19,93	 624,52	 644,45	  18,63	  18,75	  19,07	  50,37
14.04.17 05:06:10	  42839,212616	  19,92	 624,86	 644,78	  18,63	  18,76	  19,07	  50,52
14.04.17 05:08:40	  42839,214352	  20,15	 624,82	 644,97	  18,63	  18,71	  19,06	  50,52
14.04.17 05:11:09	  42839,216076	  20,56	 624,78	 645,34	  18,63	  18,70	  19,05	  50,36
14.04.17 05:13:45	  42839,217882	  20,58	 624,08	 644,66	  18,64	  18,70	  19,05	  50,27
14.04.17 05:16:14	  42839,219606	  20,27	 623,75	 644,02	  18,62	  18,71	  19,04	  50,24
14.04.17 05:18:43	  42839,221331	  20,03	 624,55	 644,58	  18,57	  18,65	  19,04	  50,30
14.04.17 05:21:12	  42839,223056	  20,20	 624,27	 644,47	  18,57	  18,70	  19,04	  50,21
14.04.17 05:23:42	  42839,224792	  20,09	 622,66	 642,75	  18,56	  18,66	  19,02	  50,17
14.04.17 05:26:11	  42839,226516	  20,04	 624,74	 644,77	  18,56	  18,61	  19,01	  50,20
14.04.17 05:28:40	  42839,228241	  20,03	 623,67	 643,70	  18,56	  18,68	  19,00	  50,14
14.04.17 05:31:09	  42839,229965	  20,15	 623,69	 643,85	  18,56	  18,70	  19,00	  50,14
14.04.17 05:33:45	  42839,231771	  20,63	 622,89	 643,52	  18,57	  18,65	  18,99	  50,01
14.04.17 05:36:14	  42839,233495	  21,04	 623,65	 644,69	  18,57	  18,56	  18,99	  50,14
14.04.17 05:38:44	  42839,235231	  21,16	 623,59	 644,75	  18,57	  18,63	  18,98	  50,14
14.04.17 05:41:13	  42839,236956	  21,09	 623,43	 644,51	  18,57	  18,63	  18,97	  50,01
14.04.17 05:43:42	  42839,238681	  21,17	 623,46	 644,63	  18,57	  18,63	  18,97	  50,07
14.04.17 05:46:11	  42839,240405	  20,97	 623,48	 644,44	  18,56	  18,68	  18,95	  50,04
14.04.17 05:48:41	  42839,242141	  21,17	 622,72	 643,89	  18,50	  18,68	  18,95	  50,10
14.04.17 05:51:10	  42839,243866	  21,17	 622,35	 643,52	  18,50	  18,60	  18,95	  50,19
14.04.17 05:53:39	  42839,245590	  21,17	 622,38	 643,55	  18,50	  18,55	  18,94	  50,07
14.04.17 05:56:15	  42839,247396	  21,19	 623,22	 644,41	  18,51	  18,60	  18,94	  49,91
14.04.17 05:58:44	  42839,249120	  21,25	 622,51	 643,75	  18,51	  18,59	  18,93	  49,94
14.04.17 06:01:13	  42839,250845	  21,16	 622,41	 643,57	  18,50	  18,50	  18,92	  49,94
14.04.17 06:03:43	  42839,252581	  21,15	 621,74	 642,90	  18,50	  18,56	  18,92	  50,03
14.04.17 06:06:12	  42839,254306	  21,17	 621,15	 642,33	  18,51	  18,54	  18,91	  50,00
14.04.17 06:08:41	  42839,256030	  21,18	 621,59	 642,77	  18,50	  18,53	  18,90	  49,84
14.04.17 06:11:10	  42839,257755	  21,17	 622,01	 643,17	  18,50	  18,63	  18,90	  49,84
14.04.17 06:13:39	  42839,259479	  21,20	 622,38	 643,58	  18,44	  18,62	  18,90	  50,03
14.04.17 06:16:15	  42839,261285	  21,18	 622,01	 643,19	  18,43	  18,58	  18,89	  50,03
14.04.17 06:18:45	  42839,263021	  21,17	 621,79	 642,97	  18,44	  18,63	  18,89	  49,94
14.04.17 06:21:14	  42839,264745	  21,14	 621,68	 642,82	  18,44	  18,62	  18,88	  49,93
14.04.17 06:23:43	  42839,266470	  21,20	 622,35	 643,55	  18,44	  18,47	  18,88	  50,00
14.04.17 06:26:12	  42839,268194	  21,13	 621,08	 642,22	  18,44	  18,51	  18,88	  50,00
14.04.17 06:28:41	  42839,269919	  21,25	 621,47	 642,72	  18,44	  18,51	  18,87	  49,96
14.04.17 06:31:11	  42839,271655	  21,45	 622,01	 643,46	  18,44	  18,52	  18,86	  49,90
14.04.17 06:33:40	  42839,273380	  21,24	 621,15	 642,40	  18,44	  18,55	  18,86	  49,96
14.04.17 06:36:09	  42839,275104	  21,61	 620,50	 642,11	  18,44	  18,53	  18,85	  49,90
14.04.17 06:38:45	  42839,276910	  21,87	 621,08	 642,95	  18,44	  18,50	  18,85	  50,06
14.04.17 06:41:14	  42839,278634	  21,54	 621,09	 642,62	  18,44	  18,55	  18,84	  50,09
14.04.17 06:43:43	  42839,280359	  22,41	 621,15	 643,57	  18,44	  18,56	  18,83	  50,12
14.04.17 06:46:13	  42839,282095	  22,43	 621,12	 643,55	  18,38	  18,49	  18,83	  50,08
14.04.17 06:48:42	  42839,283819	  22,20	 621,02	 643,23	  18,37	  18,45	  18,82	  50,11
14.04.17 06:51:11	  42839,285544	  22,31	 621,06	 643,37	  18,38	  18,54	  18,83	  50,18
14.04.17 06:53:40	  42839,287269	  22,40	 621,02	 643,42	  18,37	  18,48	  18,82	  50,18
14.04.17 06:56:09	  42839,288993	  22,08	 621,11	 643,19	  18,38	  18,44	  18,82	  50,21
14.04.17 06:58:45	  42839,290799	  22,42	 620,17	 642,59	  18,38	  18,49	  18,82	  50,21
14.04.17 07:01:15	  42839,292535	  22,05	 619,78	 641,84	  18,38	  18,50	  18,81	  50,27
14.04.17 07:03:44	  42839,294259	  22,30	 620,55	 642,85	  18,37	  18,43	  18,81	  50,21
14.04.17 07:06:13	  42839,295984	  22,28	 619,80	 642,07	  18,38	  18,53	  18,80	  50,14
14.04.17 07:08:42	  42839,297708	  22,49	 619,80	 642,28	  18,37	  18,46	  18,79	  50,24
14.04.17 07:11:12	  42839,299444	  22,15	 620,48	 642,64	  18,38	  18,44	  18,79	  50,24
14.04.17 07:13:41	  42839,301169	  22,48	 619,80	 642,28	  18,37	  18,50	  18,79	  50,30
14.04.17 07:16:10	  42839,302894	  22,46	 619,77	 642,23	  18,38	  18,50	  18,79	  50,27
14.04.17 07:18:39	  42839,304618	  22,47	 618,80	 641,27	  18,32	  18,52	  18,78	  50,33
14.04.17 07:21:15	  42839,306424	  22,47	 618,50	 640,97	  18,37	  18,52	  18,78	  50,33
14.04.17 07:23:44	  42839,308148	  22,46	 618,52	 640,99	  18,31	  18,55	  18,77	  50,42
14.04.17 07:26:14	  42839,309884	  22,46	 620,11	 642,57	  18,31	  18,50	  18,77	  50,33
14.04.17 07:28:43	  42839,311609	  22,51	 619,56	 642,07	  18,31	  18,45	  18,77	  50,45
14.04.17 07:31:12	  42839,313333	  22,46	 619,20	 641,66	  18,31	  18,49	  18,77	  50,51
14.04.17 07:33:41	  42839,315058	  22,49	 618,51	 641,00	  18,32	  18,52	  18,76	  50,54
14.04.17 07:36:10	  42839,316782	  22,43	 618,94	 641,37	  18,32	  18,42	  18,76	  50,57
14.04.17 07:38:40	  42839,318519	  22,46	 618,52	 640,98	  18,31	  18,47	  18,76	  50,61
14.04.17 07:41:16	  42839,320324	  22,44	 618,49	 640,94	  18,31	  18,42	  18,76	  50,57
14.04.17 07:43:45	  42839,322049	  22,45	 618,50	 640,95	  18,31	  18,46	  18,76	  50,67
14.04.17 07:46:14	  42839,323773	  22,46	 618,53	 640,99	  18,32	  18,48	  18,75	  50,70
14.04.17 07:48:43	  42839,325498	  22,51	 618,39	 640,89	  18,31	  18,44	  18,75	  50,73
14.04.17 07:51:12	  42839,327222	  22,44	 617,15	 639,59	  18,31	  18,43	  18,74	  50,79
14.04.17 07:53:42	  42839,328958	  22,48	 617,09	 639,57	  18,32	  18,35	  18,74	  50,79
14.04.17 07:56:11	  42839,330683	  22,46	 617,14	 639,60	  18,31	  18,43	  18,74	  50,88
14.04.17 07:58:40	  42839,332407	  22,46	 617,08	 639,53	  18,32	  18,43	  18,74	  50,98
14.04.17 08:01:09	  42839,334132	  22,46	 617,10	 639,56	  18,31	  18,45	  18,74	  50,98
14.04.17 08:03:45	  42839,335938	  22,46	 617,09	 639,56	  18,31	  18,42	  18,74	  51,04
14.04.17 08:06:14	  42839,337662	  22,46	 617,10	 639,56	  18,31	  18,42	  18,74	  51,01
14.04.17 08:08:44	  42839,339398	  22,43	 617,09	 639,51	  18,32	  18,38	  18,73	  51,10
14.04.17 08:11:13	  42839,341123	  22,46	 616,18	 638,64	  18,31	  18,45	  18,73	  51,19
14.04.17 08:13:42	  42839,342847	  22,44	 617,10	 639,54	  18,31	  18,43	  18,73	  51,19
14.04.17 08:16:11	  42839,344572	  22,47	 616,80	 639,27	  18,31	  18,43	  18,73	  51,26
14.04.17 08:18:41	  42839,346308	  22,51	 617,13	 639,64	  18,32	  18,43	  18,73	  51,23
14.04.17 08:21:10	  42839,348032	  22,44	 615,84	 638,28	  18,31	  18,43	  18,73	  51,35
14.04.17 08:23:46	  42839,349838	  22,48	 616,96	 639,44	  18,31	  18,42	  18,73	  51,32
14.04.17 08:26:15	  42839,351563	  22,46	 616,58	 639,04	  18,31	  18,44	  18,74	  51,35
14.04.17 08:28:44	  42839,353287	  22,49	 616,45	 638,94	  18,31	  18,42	  18,73	  51,41
14.04.17 08:31:13	  42839,355012	  22,47	 615,85	 638,32	  18,31	  18,46	  18,74	  51,41
14.04.17 08:33:43	  42839,356748	  22,46	 614,93	 637,39	  18,31	  18,47	  18,73	  51,54
14.04.17 08:36:12	  42839,358472	  22,45	 614,62	 637,07	  18,31	  18,48	  18,74	  51,63
14.04.17 08:38:41	  42839,360197	  22,47	 615,87	 638,34	  18,31	  18,46	  18,75	  51,63
14.04.17 08:41:10	  42839,361921	  22,51	 615,87	 638,38	  18,31	  18,48	  18,75	  51,60
14.04.17 08:43:39	  42839,363646	  22,46	 615,81	 638,27	  18,31	  18,46	  18,76	  51,60
14.04.17 08:46:15	  42839,365451	  22,46	 614,88	 637,34	  18,31	  18,46	  18,76	  51,70
14.04.17 08:48:45	  42839,367187	  22,51	 613,98	 636,49	  18,31	  18,44	  18,76	  51,79
14.04.17 08:51:14	  42839,368912	  22,49	 614,55	 637,04	  18,31	  18,48	  18,76	  51,85
14.04.17 08:53:43	  42839,370637	  22,49	 615,89	 638,38	  18,31	  18,49	  18,78	  51,95
14.04.17 08:56:12	  42839,372361	-225,10	 616,44	 391,34	  18,31	  18,65	  18,79	  52,01
14.04.17 08:58:41	  42839,374086	-207,85	 615,14	 407,29	  18,31	  18,56	  18,81	  52,20
14.04.17 09:01:11	  42839,375822	-208,17	 614,56	 406,39	  18,38	  18,49	  18,83	  52,20
14.04.17 09:03:40	  42839,377546	-208,01	 613,57	 405,56	  18,38	  18,59	  18,84	  52,58
14.04.17 09:06:16	  42839,379352	-207,89	 614,56	 406,67	  18,37	  18,57	  18,86	  52,24
14.04.17 09:08:45	  42839,381076	-207,82	 614,72	 406,91	  18,37	  18,60	  18,87	  52,67
14.04.17 09:11:14	  42839,382801	-207,60	 614,29	 406,69	  18,37	  18,65	  18,89	  52,46
14.04.17 09:13:43	  42839,384526	-207,88	 614,58	 406,70	  18,38	  18,61	  18,90	  52,37
14.04.17 09:16:13	  42839,386262	-207,86	 613,33	 405,47	  18,43	  18,64	  18,92	  52,43
14.04.17 09:18:42	  42839,387986	-207,86	 617,50	 409,65	  18,44	  18,64	  18,93	  52,40
14.04.17 09:21:11	  42839,389711	-208,22	 613,39	 405,17	  18,44	  18,62	  18,93	  52,34
14.04.17 09:23:40	  42839,391435	-208,81	 613,29	 404,48	  18,44	  18,58	  18,95	  52,38
14.04.17 09:26:10	  42839,393171	-208,91	 614,60	 405,70	  18,44	  18,68	  18,95	  52,47
14.04.17 09:28:45	  42839,394965	-208,43	 615,29	 406,86	  18,51	  18,69	  18,97	  52,47
14.04.17 09:31:15	  42839,396701	-208,91	 613,34	 404,43	  18,50	  18,68	  18,97	  52,32
14.04.17 09:33:44	  42839,398426	-209,08	 615,92	 406,84	  18,50	  18,68	  18,98	  52,44
14.04.17 09:36:13	  42839,400150	-209,66	 615,75	 406,09	  18,50	  18,70	  19,00	  52,44
14.04.17 09:38:42	  42839,401875	-209,06	 613,06	 404,00	  18,56	  18,75	  19,01	  52,51
14.04.17 09:41:11	  42839,403600	-208,82	 613,29	 404,47	  18,57	  18,76	  19,02	  52,66
14.04.17 09:43:41	  42839,405336	-209,06	 614,31	 405,25	  18,57	  18,76	  19,04	  52,64
14.04.17 09:46:10	  42839,407060	-209,05	 614,59	 405,54	  18,57	  18,80	  19,06	  52,70
14.04.17 09:48:46	  42839,408866	-209,13	 612,05	 402,93	  18,56	  18,75	  19,08	  52,86
14.04.17 09:51:15	  42839,410590	-209,32	 612,02	 402,70	  18,57	  18,82	  19,09	  52,92
14.04.17 09:53:44	  42839,412315	-208,34	 611,89	 403,55	  18,62	  18,83	  19,11	  52,80
14.04.17 09:56:13	  42839,414039	-209,27	 613,26	 403,99	  18,63	  18,82	  19,13	  52,74
14.04.17 09:58:43	  42839,415775	-208,31	 614,59	 406,28	  18,62	  18,80	  19,14	  52,77
14.04.17 10:01:12	  42839,417500	-210,23	 614,49	 404,26	  18,63	  18,88	  19,16	  52,81
14.04.17 10:03:41	  42839,419225	-209,21	 613,30	 404,09	  18,69	  18,89	  19,17	  53,06
14.04.17 10:06:10	  42839,420949	-210,37	 611,50	 401,13	  18,69	  18,88	  19,18	  52,94
14.04.17 10:08:40	  42839,422685	-209,38	 610,77	 401,39	  18,69	  18,87	  19,20	  53,00
14.04.17 10:11:15	  42839,424479	-209,93	 611,08	 401,15	  18,69	  18,88	  19,22	  52,97
14.04.17 10:13:45	  42839,426215	-210,37	 610,78	 400,41	  18,69	  18,91	  19,23	  53,00
14.04.17 10:16:14	  42839,427940	-207,85	 613,30	 405,45	  18,76	  18,95	  19,25	  53,01
14.04.17 10:18:43	  42839,429664	-210,91	 610,67	 399,76	  18,76	  18,93	  19,27	  53,01
14.04.17 10:21:12	  42839,431389	-210,88	 612,05	 401,17	  18,76	  18,95	  19,29	  53,04
14.04.17 10:23:42	  42839,433125	-211,29	 612,16	 400,87	  18,75	  18,95	  19,30	  53,08
14.04.17 10:26:11	  42839,434850	-208,73	 610,82	 402,09	  18,76	  19,01	  19,32	  53,11
14.04.17 10:28:40	  42839,436574	-210,03	 611,97	 401,94	  18,82	  19,02	  19,34	  53,11
14.04.17 10:31:16	  42839,438380	-210,62	 612,08	 401,46	  18,82	  19,02	  19,35	  53,11
14.04.17 10:33:45	  42839,440104	-212,91	 610,88	 397,97	  18,82	  19,02	  19,37	  53,15
14.04.17 10:36:14	  42839,441829	-211,58	 608,97	 397,38	  18,88	  19,08	  19,38	  53,18
14.04.17 10:38:44	  42839,443565	-210,29	 609,51	 399,22	  18,88	  19,01	  19,40	  53,15
14.04.17 10:41:13	  42839,445289	-212,94	 609,39	 396,45	  18,88	  19,09	  19,42	  53,28
14.04.17 10:43:42	  42839,447014	-212,31	 609,49	 397,18	  18,88	  19,07	  19,42	  53,28
