Date and Time     	Excel-Time    	1-Laser-	2-Laser-	3-Sum   	4-TC1  	5-Tair 	6-rH%  
13.04.16 07:04:04	  42473,294491	-1506,1225	-1348,3254	-2854,4478	19,9459	19,8981	19,8500	41,4245
13.04.16 07:09:21	  42473,298160	-1499,0009	-1339,3226	-2838,3235	19,9414	19,8966	19,8400	41,4969
13.04.16 07:14:37	  42473,301817	-1493,6303	-1330,2329	-2823,8632	19,9462	19,8284	19,8300	41,5691
13.04.16 07:19:53	  42473,305474	-1486,7571	-1324,3159	-2811,0730	19,9462	19,8375	19,8100	41,4061
13.04.16 07:25:09	  42473,309132	-1479,0458	-1314,5370	-2793,5828	19,8811	19,8400	19,8000	41,3386
13.04.16 07:30:26	  42473,312801	-1472,5886	-1307,1050	-2779,6937	19,8840	19,8408	19,8000	41,3945
13.04.16 07:35:42	  42473,316458	-1467,5843	-1296,7798	-2764,3641	19,8745	19,8332	19,7900	41,4388
13.04.16 07:40:58	  42473,320116	-1461,4748	-1285,5853	-2747,0601	19,8803	19,7695	19,7800	41,2874
13.04.16 07:46:14	  42473,323773	-1452,7142	-1277,9360	-2730,6502	19,8849	19,7779	19,7700	41,3876
13.04.16 07:51:30	  42473,327431	-1445,5058	-1268,2751	-2713,7809	19,8825	19,7852	19,7600	41,3201
13.04.16 07:56:47	  42473,331100	-1440,9175	-1255,7705	-2696,6880	19,8828	19,7703	19,7600	41,2364
13.04.16 08:02:03	  42473,334757	-1436,8631	-1246,1841	-2683,0472	19,8825	19,7678	19,7500	41,3085
13.04.16 08:07:19	  42473,338414	-1427,7920	-1238,6839	-2666,4759	19,8829	19,7802	19,7500	41,1131
13.04.16 08:12:35	  42473,342072	-1421,0182	-1229,2278	-2650,2460	19,8148	19,7798	19,7400	41,1574
13.04.16 08:17:52	  42473,345741	-1414,1947	-1221,0943	-2635,2890	19,8194	19,7716	19,7400	41,1294
13.04.16 08:23:08	  42473,349398	-1405,4962	-1210,8373	-2616,3335	19,8184	19,7117	19,7300	41,1737
13.04.16 08:28:24	  42473,353056	-1402,4414	-1205,5350	-2607,9764	19,8173	19,7745	19,7300	41,2016
13.04.16 08:33:40	  42473,356713	-1393,6870	-1193,3967	-2587,0837	19,8201	19,7099	19,7300	41,1179
13.04.16 08:38:57	  42473,360382	-1383,2562	-1182,8604	-2566,1166	19,8218	19,7904	19,7400	41,2690
13.04.16 08:44:13	  42473,364039	-1378,8790	-1173,2864	-2552,1653	19,8170	19,7911	19,7400	41,3807
13.04.16 08:49:29	  42473,367697	-1372,4652	-1162,1974	-2534,6627	19,8816	19,7846	19,7600	41,4597
13.04.16 08:54:45	  42473,371354	-1367,2436	-1151,1333	-2518,3770	19,8757	19,7741	19,7800	41,5667
13.04.16 09:00:02	  42473,375023	-1356,7631	-1140,0444	-2496,8075	19,8808	19,8367	19,8000	41,5901
13.04.16 09:05:18	  42473,378681	-1348,8096	-1128,4215	-2477,2311	19,9459	19,8324	19,8100	41,6855
13.04.16 09:10:34	  42473,382338	-1343,3459	-1120,4866	-2463,8325	19,9496	19,8298	19,8300	41,7368
13.04.16 09:15:50	  42473,385995	-1336,7087	-1110,2421	-2446,9507	20,0091	19,8330	19,8600	41,8837
13.04.16 09:21:07	  42473,389664	-1326,3896	-1102,8846	-2429,2742	19,9449	19,8960	19,8800	42,1029
13.04.16 09:26:23	  42473,393322	-1312,4136	-1092,3669	-2404,7804	20,0100	19,8865	19,9100	42,2501
13.04.16 09:31:39	  42473,396979	-1302,4670	-1083,3703	-2385,8373	20,0115	19,8918	19,9300	42,2737
13.04.16 09:36:55	  42473,400637	-1293,4208	-1074,0819	-2367,5027	20,0699	19,9573	19,9500	42,5491
13.04.16 09:42:11	  42473,404294	-1286,1068	-1063,4524	-2349,5592	20,0740	19,9626	19,9800	42,6687
13.04.16 09:47:28	  42473,407963	-1279,3578	-1051,8916	-2331,2494	20,0639	19,9692	20,0100	42,7884
13.04.16 09:52:44	  42473,411620	-1272,4164	-1040,4922	-2312,9086	20,0685	19,9553	20,0500	43,0322
13.04.16 09:58:00	  42473,415278	-1267,1823	-1032,2779	-2299,4603	20,0671	20,0230	20,0700	43,0842
13.04.16 10:03:16	  42473,418935	-1256,5963	-1019,8231	-2276,4194	20,1357	20,0238	20,1200	43,2843
13.04.16 10:08:33	  42473,422604	-1251,3064	-1011,3046	-2262,6109	20,1318	20,0237	20,1500	43,2082
13.04.16 10:13:49	  42473,426262	-1245,2590	-1002,1093	-2247,3683	20,1995	20,0896	20,1800	43,3004
13.04.16 10:19:05	  42473,429919	-1236,5294	-993,7584	-2230,2878	20,1967	20,0827	20,2200	43,3203
13.04.16 10:24:21	  42473,433576	-1226,4773	-983,8802	-2210,3575	20,2564	20,1458	20,2500	43,2156
13.04.16 10:29:38	  42473,437245	-1218,7908	-974,5111	-2193,3019	20,2654	20,1499	20,2900	43,1789
13.04.16 10:34:54	  42473,440903	-1209,5335	-964,8688	-2174,4023	20,2635	20,2168	20,3300	43,2549
13.04.16 10:40:10	  42473,444560	-1202,8838	-954,8602	-2157,7440	20,3241	20,2160	20,3600	43,2625
13.04.16 10:45:26	  42473,448218	-1192,8938	-945,5221	-2138,4160	20,3221	20,2110	20,4000	43,1688
13.04.16 10:50:43	  42473,451887	-1183,8786	-937,3451	-2121,2238	20,3802	20,2752	20,4400	43,4431
13.04.16 10:55:59	  42473,455544	-1175,3850	-926,0761	-2101,4611	20,3917	20,3408	20,4800	43,4626
13.04.16 11:01:15	  42473,459201	-1169,6604	-916,7194	-2086,3799	20,4503	20,3446	20,5200	43,3969
13.04.16 11:06:31	  42473,462859	-1164,0849	-909,9084	-2073,9933	20,4511	20,3486	20,5700	43,4281
13.04.16 11:11:48	  42473,466528	-1156,8454	-899,9308	-2056,7762	20,5118	20,4090	20,6100	43,6181
13.04.16 11:17:04	  42473,470185	-1152,7725	-892,4740	-2045,2465	20,5066	20,4039	20,6400	43,6255
13.04.16 11:22:20	  42473,473843	-1141,3917	-884,0797	-2025,4714	20,5127	20,4746	20,6900	43,7424
13.04.16 11:27:36	  42473,477500	-1134,7793	-873,5433	-2008,3226	20,5764	20,4623	20,7300	43,8188
13.04.16 11:32:53	  42473,481169	-1126,6209	-864,3170	-1990,9379	20,6391	20,5316	20,7700	43,6094
13.04.16 11:38:09	  42473,484826	-1120,3003	-855,1776	-1975,4780	20,6388	20,5418	20,8000	44,0170
13.04.16 11:43:25	  42473,488484	-1111,5956	-847,2862	-1958,8818	20,7024	20,5362	20,8500	43,9339
13.04.16 11:48:41	  42473,492141	-1104,4058	-839,1837	-1943,5895	20,7032	20,5984	20,8800	44,1418
13.04.16 11:53:57	  42473,495799	-1098,1100	-827,5236	-1925,6336	20,7670	20,6021	20,9300	44,1445
13.04.16 11:59:14	  42473,499468	-1089,2376	-817,0990	-1906,3366	20,7636	20,6644	20,9700	44,2787
13.04.16 12:04:30	  42473,503125	-1079,9244	-808,9903	-1888,9147	20,8218	20,7351	21,0100	44,2981
13.04.16 12:09:46	  42473,506782	-1072,9209	-803,2098	-1876,1307	20,8316	20,7263	21,0500	44,1734
13.04.16 12:15:02	  42473,510440	-1065,6131	-793,7041	-1859,3172	20,8913	20,7953	21,0900	44,2501
13.04.16 12:20:19	  42473,514109	-1055,4865	-789,0910	-1844,5775	20,8920	20,7973	21,1200	44,3437
13.04.16 12:25:35	  42473,517766	-1045,9063	-778,7595	-1824,6658	20,9470	20,8598	21,1600	44,5361
13.04.16 12:30:51	  42473,521424	-1037,1270	-770,9799	-1808,1069	20,9535	20,8605	21,1900	44,6011
13.04.16 12:36:07	  42473,525081	-1031,2349	-765,7272	-1796,9621	21,0194	20,9166	21,2200	44,5505
13.04.16 12:41:24	  42473,528750	-1022,6977	-757,7178	-1780,4156	21,0750	20,9335	21,2600	44,6565
13.04.16 12:46:40	  42473,532407	-1017,8114	-748,4667	-1766,2781	21,0810	20,9999	21,3100	44,7166
13.04.16 12:51:56	  42473,536065	-1009,0073	-739,4453	-1748,4526	21,0799	20,9988	21,3600	44,8639
13.04.16 12:57:12	  42473,539722	-1002,7923	-732,8391	-1735,6314	21,1404	21,0640	21,4000	44,6215
13.04.16 13:02:28	  42473,543380	-995,9253	-724,4634	-1720,3887	21,2005	21,1253	21,4300	44,5701
13.04.16 13:07:45	  42473,547049	-989,5364	-717,7641	-1707,3005	21,2046	21,1319	21,4700	44,7345
13.04.16 13:13:01	  42473,550706	-983,5511	-710,7109	-1694,2620	21,2666	21,1880	21,5100	44,6657
13.04.16 13:18:17	  42473,554363	-977,3175	-703,7881	-1681,1055	21,2679	21,1963	21,5500	44,5967
13.04.16 13:23:33	  42473,558021	-972,6547	-696,3064	-1668,9611	21,3284	21,2647	21,5800	44,6909
13.04.16 13:28:50	  42473,561690	-966,6073	-691,1159	-1657,7231	21,3381	21,2570	21,6200	44,6216
13.04.16 13:34:06	  42473,565347	-960,4295	-684,9691	-1645,3986	21,3933	21,3338	21,6500	44,5400
13.04.16 13:39:22	  42473,569005	-954,5684	-676,5934	-1631,1618	21,3928	21,3332	21,6800	44,5757
13.04.16 13:44:38	  42473,572662	-946,0934	-667,4478	-1613,5412	21,4622	21,3993	21,7400	44,8526
13.04.16 13:49:55	  42473,576331	-938,0219	-657,3709	-1595,3928	21,5157	21,3937	21,8100	44,6122
13.04.16 13:55:11	  42473,579988	-931,1860	-652,8385	-1584,0245	21,5220	21,4330	21,8500	44,2168
13.04.16 14:00:27	  42473,583646	-928,2865	-648,9766	-1577,2631	21,5881	21,4913	21,8600	43,7257
13.04.16 14:05:43	  42473,587303	-924,7723	-645,9095	-1570,6817	21,5813	21,5133	21,8800	43,8673
13.04.16 14:11:00	  42473,590972	-919,3830	-639,4150	-1558,7981	21,5843	21,5292	21,9200	44,0916
13.04.16 14:16:16	  42473,594630	-911,5972	-632,4922	-1544,0894	21,6427	21,6007	21,9500	44,6005
13.04.16 14:21:32	  42473,598287	-905,0220	-624,5635	-1529,5856	21,6462	21,5963	21,9900	44,4402
13.04.16 14:26:48	  42473,601944	-899,9184	-619,1246	-1519,0430	21,7077	21,6378	22,0200	44,1192
13.04.16 14:32:05	  42473,605613	-890,8163	-614,5363	-1505,3526	21,7058	21,6490	22,0500	44,8372
13.04.16 14:37:21	  42473,609271	-884,1045	-607,9798	-1492,0843	21,7781	21,7050	22,0900	44,3495
13.04.16 14:42:37	  42473,612928	-877,6411	-600,1008	-1477,7419	21,7734	21,7815	22,1300	44,4260
13.04.16 14:47:53	  42473,616586	-872,4133	-593,9975	-1466,4109	21,8398	21,7971	22,1600	44,4014
13.04.16 14:53:10	  42473,620255	-865,6519	-589,8438	-1455,4958	21,8380	21,8009	22,2100	44,5792
13.04.16 14:58:26	  42473,623912	-860,4551	-583,3308	-1443,7859	21,9051	21,8429	22,2500	44,4468
13.04.16 15:03:42	  42473,627569	-852,7438	-573,2849	-1426,0287	21,9640	21,9085	22,2900	44,7327
13.04.16 15:08:58	  42473,631227	-846,0258	-571,0684	-1417,0942	21,9646	21,9203	22,3400	44,6116
13.04.16 15:14:14	  42473,634884	-836,8865	-566,4056	-1403,2920	21,9625	21,9843	22,3800	44,9580
13.04.16 15:19:31	  42473,638553	-830,5162	-557,2413	-1387,7576	22,0291	21,9787	22,4100	44,6633
13.04.16 15:24:47	  42473,642211	-824,9159	-549,7597	-1374,6756	22,0867	22,0343	22,4500	44,9503
13.04.16 15:30:03	  42473,645868	-819,7750	-543,3584	-1363,1334	22,0799	22,0288	22,4700	45,0939
13.04.16 15:35:19	  42473,649525	-814,2553	-537,5656	-1351,8209	22,1570	22,0341	22,5100	45,1109
13.04.16 15:40:36	  42473,653194	-811,5234	-532,0211	-1343,5446	22,1478	22,1055	22,5400	44,6343
13.04.16 15:45:52	  42473,656852	-805,1532	-527,7308	-1332,8840	22,2155	22,0998	22,5800	44,8918
13.04.16 15:51:08	  42473,660509	-799,7081	-524,3160	-1324,0241	22,2156	22,1528	22,6200	45,0291
13.04.16 15:56:24	  42473,664167	-794,0518	-520,1312	-1314,1831	22,2782	22,2147	22,6500	44,7621
13.04.16 16:01:41	  42473,667836	-789,9602	-515,0400	-1305,0002	22,2812	22,2088	22,6800	45,2503
13.04.16 16:06:57	  42473,671493	-784,5958	-504,7147	-1289,3106	22,2784	22,2179	22,6900	45,4734
13.04.16 16:12:13	  42473,675150	-775,6489	-499,4124	-1275,0613	22,3436	22,2785	22,7200	45,7504
13.04.16 16:17:29	  42473,678808	-770,4335	-491,4900	-1261,9235	22,3407	22,3344	22,7400	45,7741
13.04.16 16:22:46	  42473,682477	-765,2926	-485,7158	-1251,0084	22,4047	22,3347	22,7800	45,6704
13.04.16 16:28:02	  42473,686134	-760,1082	-478,6874	-1238,7956	22,4036	22,3453	22,8000	45,6940
13.04.16 16:33:18	  42473,689792	-755,6068	-474,6082	-1230,2150	22,4606	22,3430	22,8300	45,0927
13.04.16 16:38:34	  42473,693449	-749,2614	-468,0517	-1217,3131	22,4702	22,4157	22,8700	45,2608
13.04.16 16:43:51	  42473,697118	-745,0208	-460,0299	-1205,0507	22,4625	22,3972	22,8900	44,7062
13.04.16 16:49:07	  42473,700775	-737,7937	-454,0943	-1191,8880	22,5306	22,4455	22,9100	44,9729
13.04.16 16:54:23	  42473,704433	-730,0141	-447,9786	-1177,9927	22,5280	22,4827	22,9400	45,3730
13.04.16 16:59:39	  42473,708090	-725,2954	-440,9316	-1166,2270	22,5273	22,4777	22,9600	45,4269
13.04.16 17:04:56	  42473,711759	-719,2977	-432,7483	-1152,0460	22,5935	22,5349	22,9800	45,6938
13.04.16 17:10:12	  42473,715417	-714,2375	-427,4398	-1141,6773	22,5938	22,5309	23,0100	45,4549
13.04.16 17:15:28	  42473,719074	-708,4074	-424,6893	-1133,0967	22,5957	22,5669	23,0200	45,4056
13.04.16 17:20:44	  42473,722731	-703,1734	-420,6225	-1123,7959	22,6602	22,5938	23,0200	45,3141
13.04.16 17:26:01	  42473,726400	-698,0263	-412,7373	-1110,7636	22,6528	22,6020	23,0400	45,8863
13.04.16 17:31:17	  42473,730058	-690,1287	-407,6834	-1097,8120	22,6542	22,5873	23,0600	45,8184
13.04.16 17:36:33	  42473,733715	-683,0320	-399,1028	-1082,1347	22,7235	22,6451	23,0800	46,1469
13.04.16 17:41:49	  42473,737373	-678,2139	-393,6080	-1071,8219	22,7183	22,6288	23,0900	45,7622
13.04.16 17:47:05	  42473,741030	-669,7451	-389,0321	-1058,7772	22,7140	22,6469	23,0900	45,5179
13.04.16 17:52:22	  42473,744699	-665,9577	-382,4693	-1048,4271	22,7201	22,6368	23,1000	45,3461
13.04.16 17:57:38	  42473,748356	-658,1967	-377,3905	-1035,5872	22,7138	22,6394	23,1200	45,5223
13.04.16 18:02:54	  42473,752014	-650,4854	-372,1441	-1022,6294	22,7903	22,6320	23,1300	46,1451
13.04.16 18:08:10	  42473,755671	-641,6626	-365,9477	-1007,6103	22,7151	22,6436	23,1200	45,6446
13.04.16 18:13:27	  42473,759340	-639,2536	-361,5829	-1000,8365	22,7143	22,6210	23,1100	45,5718
13.04.16 18:18:43	  42473,762998	-636,5466	-356,4730	-993,0196	22,7169	22,6193	23,1000	45,6212
13.04.16 18:23:59	  42473,766655	-634,9385	-352,2635	-987,2019	22,7171	22,6076	23,0900	45,7011
13.04.16 18:29:15	  42473,770312	-628,7235	-347,2405	-975,9640	22,7137	22,5890	23,0700	45,7692
13.04.16 18:34:32	  42473,773982	-624,8119	-341,9816	-966,7935	22,7114	22,5940	23,0700	45,7692
13.04.16 18:39:48	  42473,777639	-619,4226	-335,9467	-955,3693	22,7177	22,5941	23,0500	45,7762
13.04.16 18:45:04	  42473,781296	-613,8906	-330,2035	-944,0941	22,7163	22,5978	23,0400	45,7949
13.04.16 18:50:20	  42473,784954	-608,4455	-324,4045	-932,8499	22,7192	22,6061	23,0200	45,8018
13.04.16 18:55:37	  42473,788623	-602,0504	-317,6493	-919,6997	22,7169	22,5862	23,0100	45,8205
13.04.16 19:00:53	  42473,792280	-600,3305	-311,9931	-912,3236	22,7105	22,6048	22,9900	45,8273
13.04.16 19:06:09	  42473,795937	-595,1524	-307,3861	-902,5385	22,7153	22,5868	22,9800	45,8155
13.04.16 19:11:25	  42473,799595	-591,9052	-303,9589	-895,8640	22,7205	22,5942	22,9700	45,8949
13.04.16 19:16:42	  42473,803264	-588,5276	-300,3081	-888,8356	22,7226	22,5722	22,9700	45,9253
13.04.16 19:21:58	  42473,806921	-581,3936	-295,8191	-877,2127	22,6564	22,5736	22,9500	45,9321
13.04.16 19:27:14	  42473,810579	-579,3385	-291,2308	-870,5693	22,7146	22,5858	22,9400	45,9810
13.04.16 19:32:30	  42473,814236	-576,4018	-288,2568	-864,6585	22,7135	22,5833	22,9300	45,9691
13.04.16 19:37:47	  42473,817905	-569,1809	-285,0220	-854,2029	22,6523	22,5721	22,9300	45,9995
13.04.16 19:43:03	  42473,821563	-567,7280	-281,6133	-849,3414	22,6531	22,5078	22,9100	45,9454
13.04.16 19:48:19	  42473,825220	-563,8475	-277,8756	-841,7231	22,6584	22,5255	22,8900	45,8914
13.04.16 19:53:35	  42473,828877	-558,3093	-274,9016	-833,2108	22,6575	22,5080	22,8700	45,5037
13.04.16 19:58:52	  42473,832546	-557,3841	-269,8290	-827,2131	22,6545	22,4952	22,8500	44,7817
13.04.16 20:04:08	  42473,836204	-553,9258	-267,2089	-821,1347	22,6546	22,4981	22,8300	45,3354
13.04.16 20:09:24	  42473,839861	-550,3185	-261,8320	-812,1505	22,6592	22,4943	22,8200	45,4753
13.04.16 20:14:40	  42473,843519	-547,0216	-256,7656	-803,7873	22,6555	22,4945	22,8000	45,5426
13.04.16 20:19:56	  42473,847176	-544,2277	-253,1397	-797,3673	22,5942	22,4772	22,7900	45,5914
13.04.16 20:25:13	  42473,850845	-539,9001	-248,8929	-788,7930	22,5889	22,5013	22,7700	45,3862
13.04.16 20:30:29	  42473,854502	-534,8275	-245,8630	-780,6905	22,5937	22,4876	22,7600	45,3140
13.04.16 20:35:45	  42473,858160	-530,3199	-242,6965	-773,0164	22,5934	22,4120	22,7500	45,2114
13.04.16 20:41:01	  42473,861817	-525,4832	-238,4807	-763,9639	22,5976	22,4246	22,7200	45,3577
13.04.16 20:46:18	  42473,865486	-519,7587	-236,2207	-755,9794	22,5992	22,4149	22,7100	45,3460
13.04.16 20:51:34	  42473,869144	-517,2938	-233,2404	-750,5342	22,5334	22,4127	22,6900	45,1714
13.04.16 20:56:50	  42473,872801	-514,6985	-231,1543	-745,8528	22,5363	22,3486	22,6700	45,0271
13.04.16 21:02:06	  42473,876458	-510,8491	-226,1748	-737,0239	22,5283	22,4027	22,6600	44,5620
13.04.16 21:07:23	  42473,880127	-507,6267	-220,4316	-728,0583	22,5326	22,3325	22,6400	44,5993
13.04.16 21:12:39	  42473,883785	-504,5223	-215,5515	-720,0738	22,5314	22,3427	22,6300	44,4668
13.04.16 21:17:55	  42473,887442	-500,1388	-210,4354	-710,5743	22,5336	22,3422	22,6100	44,5042
13.04.16 21:23:11	  42473,891100	-496,9289	-208,9453	-705,8742	22,4719	22,3369	22,5900	44,3904
13.04.16 21:28:28	  42473,894769	-492,4461	-205,8347	-698,2808	22,4623	22,3207	22,5700	44,1559
13.04.16 21:33:44	  42473,898426	-486,9203	-202,9104	-689,8306	22,4719	22,2751	22,5600	44,1444
13.04.16 21:39:00	  42473,902083	-481,4255	-198,0799	-679,5054	22,4673	22,2721	22,5400	44,1517
13.04.16 21:44:16	  42473,905741	-477,8430	-195,2176	-673,0606	22,4084	22,2606	22,5200	44,3096
13.04.16 21:49:33	  42473,909410	-476,4398	-190,8528	-667,2926	22,4009	22,2519	22,5000	44,3167
13.04.16 21:54:49	  42473,913067	-472,5965	-187,5559	-660,1525	22,4017	22,2670	22,4800	44,1430
13.04.16 22:00:05	  42473,916725	-469,0513	-184,7061	-653,7574	22,3989	22,1956	22,4600	44,2705
13.04.16 22:05:21	  42473,920382	-465,0156	-180,0495	-645,0651	22,4030	22,2050	22,4400	44,7884
13.04.16 22:10:38	  42473,924051	-462,3147	-175,1631	-637,4779	22,3427	22,2111	22,4200	44,5249
13.04.16 22:15:54	  42473,927708	-457,8941	-170,2458	-628,1398	22,4019	22,1271	22,4000	44,3514
13.04.16 22:21:10	  42473,931366	-456,1804	-167,0855	-623,2659	22,3400	22,1307	22,3700	44,2867
13.04.16 22:26:26	  42473,935023	-447,9475	-163,5340	-611,4816	22,3342	22,1229	22,3600	44,7548
13.04.16 22:31:42	  42473,938681	-445,9669	-159,8770	-605,8440	22,2775	22,1286	22,3400	44,5517
13.04.16 22:36:59	  42473,942350	-439,1124	-157,5177	-596,6301	22,2792	22,1199	22,3100	44,4868
13.04.16 22:42:15	  42473,946007	-436,2936	-155,0466	-591,3402	22,2794	22,1246	22,3000	44,7145
13.04.16 22:47:31	  42473,949664	-431,9412	-149,3034	-581,2446	22,2711	22,0664	22,2800	44,7209
13.04.16 22:52:47	  42473,953322	-426,8500	-146,7826	-573,6326	22,2794	22,0737	22,2700	45,0675
13.04.16 22:58:04	  42473,956991	-421,5290	-145,4415	-566,9706	22,2134	22,0619	22,2500	44,8649
13.04.16 23:03:20	  42473,960648	-416,0653	-143,8024	-559,8677	22,2113	22,0107	22,2200	44,5312
13.04.16 23:08:36	  42473,964306	-413,8425	-139,4687	-553,3112	22,2178	22,0066	22,2000	44,2690
13.04.16 23:13:52	  42473,967963	-408,6892	-136,7802	-545,4694	22,1542	22,0083	22,1800	44,4844
13.04.16 23:19:09	  42473,971632	-404,9204	-131,9932	-536,9137	22,1474	21,9499	22,1700	44,5622
13.04.16 23:24:25	  42473,975289	-401,4124	-130,8757	-532,2881	22,1513	21,9441	22,1500	44,4494
13.04.16 23:29:41	  42473,978947	-399,1090	-127,0386	-526,1476	22,1556	21,9446	22,1400	44,5270
13.04.16 23:34:57	  42473,982604	-393,9681	-127,0883	-521,0564	22,0901	21,9385	22,1100	44,5514
13.04.16 23:40:14	  42473,986273	-392,4035	-121,7549	-514,1584	22,0842	21,8895	22,0900	44,3495
13.04.16 23:45:30	  42473,989931	-391,0065	-120,4138	-511,4203	22,0842	21,9434	22,0800	43,6230
13.04.16 23:50:46	  42473,993588	-387,8276	-118,3276	-506,1552	22,0834	21,8956	22,0600	42,7344
13.04.16 23:56:02	  42473,997245	-385,8656	-116,3843	-502,2498	22,0264	21,8852	22,0500	43,3203
14.04.16 00:01:19	  42474,000914	-384,7169	-113,1122	-497,8292	22,0257	21,8720	22,0400	43,2194
14.04.16 00:06:35	  42474,004572	-380,4329	-111,7152	-492,1481	22,0240	21,8707	22,0100	43,8401
14.04.16 00:11:51	  42474,008229	-379,4581	-111,8332	-491,2913	22,0277	21,8235	22,0000	44,1256
14.04.16 00:17:07	  42474,011887	-376,3785	-108,9461	-485,3246	22,0295	21,8113	21,9800	43,4189
14.04.16 00:22:23	  42474,015544	-373,1127	-105,7113	-478,8240	22,0315	21,8144	21,9600	43,0389
14.04.16 00:27:40	  42474,019213	-369,8779	-100,7318	-470,6097	22,0264	21,8282	21,9500	42,7297
14.04.16 00:32:56	  42474,022870	-367,8476	-100,6573	-468,5049	21,9602	21,8126	21,9300	42,3794
14.04.16 00:38:12	  42474,026528	-366,2581	-96,7334	-462,9915	21,9591	21,8268	21,9200	42,1594
14.04.16 00:43:28	  42474,030185	-363,9422	-92,1326	-456,0749	21,9657	21,7569	21,9100	42,1185
14.04.16 00:48:45	  42474,033854	-361,0924	-90,5929	-451,6852	21,8966	21,7571	21,8900	42,0068
14.04.16 00:54:01	  42474,037512	-357,4230	-88,7240	-446,1470	21,9658	21,7523	21,8800	41,3092
14.04.16 00:59:17	  42474,041169	-354,3682	-85,7003	-440,0685	21,8978	21,7532	21,8500	41,1569
14.04.16 01:04:33	  42474,044826	-350,7423	-83,4403	-434,1826	21,8983	21,7600	21,8400	41,5936
14.04.16 01:09:50	  42474,048495	-347,6006	-82,5773	-430,1779	21,9029	21,7346	21,8300	41,9103
14.04.16 01:15:06	  42474,052153	-344,9867	-81,0375	-426,0242	21,8984	21,6923	21,8200	41,3331
14.04.16 01:20:22	  42474,055810	-341,5594	-80,0875	-421,6470	21,8370	21,6809	21,8100	41,3817
14.04.16 01:25:38	  42474,059468	-335,2389	-78,3304	-413,5693	21,8365	21,6810	21,8000	41,2813
14.04.16 01:30:55	  42474,063137	-330,3712	-77,2811	-407,6523	21,8992	21,6768	21,7900	41,2406
14.04.16 01:36:11	  42474,066794	-326,6210	-75,9276	-402,5487	21,8440	21,6204	21,7700	41,2485
14.04.16 01:41:27	  42474,070451	-324,0071	-75,0770	-399,0841	21,8344	21,6131	21,7600	41,6542
14.04.16 01:46:43	  42474,074109	-321,3932	-72,4259	-393,8191	21,8393	21,6144	21,7500	41,1670
14.04.16 01:51:59	  42474,077766	-318,9531	-70,6129	-389,5660	21,8344	21,6060	21,7300	41,5616
14.04.16 01:57:16	  42474,081435	-314,7187	-69,1103	-383,8291	21,7708	21,6193	21,7200	41,7881
14.04.16 02:02:32	  42474,085093	-312,3532	-66,6454	-378,9986	21,7721	21,5574	21,7000	41,9735
14.04.16 02:07:48	  42474,088750	-308,1622	-65,4223	-373,5845	21,7723	21,6154	21,6900	41,9920
14.04.16 02:13:04	  42474,092407	-301,2766	-64,1619	-365,4386	21,7739	21,5620	21,6700	41,8511
14.04.16 02:18:21	  42474,096076	-296,3282	-62,4793	-358,8075	21,7153	21,5652	21,6600	41,3656
14.04.16 02:23:37	  42474,099734	-293,1741	-61,6163	-354,7904	21,7031	21,4935	21,6400	41,9065
14.04.16 02:28:53	  42474,103391	-288,6852	-60,2379	-348,9231	21,7119	21,4948	21,6200	42,2389
14.04.16 02:34:09	  42474,107049	-282,9544	-57,7979	-340,7523	21,6450	21,5001	21,6000	42,1574
14.04.16 02:39:26	  42474,110718	-278,8194	-56,2829	-335,1023	21,6470	21,5114	21,5900	42,2937
14.04.16 02:44:42	  42474,114375	-275,3735	-53,9981	-329,3715	21,6477	21,5093	21,5700	41,9760
14.04.16 02:49:58	  42474,118032	-272,7720	-52,3838	-325,1558	21,6461	21,4464	21,5500	42,2191
14.04.16 02:55:14	  42474,121690	-268,1216	-51,0303	-319,1518	21,5848	21,4576	21,5300	42,1671
14.04.16 03:00:31	  42474,125359	-264,8557	-49,6333	-314,4890	21,6442	21,4547	21,5200	42,3031
14.04.16 03:05:47	  42474,129016	-262,2666	-48,3543	-310,6209	21,5838	21,3904	21,5000	42,3393
14.04.16 03:11:03	  42474,132674	-258,3240	-47,1684	-305,4924	21,5844	21,4014	21,4900	42,3280
14.04.16 03:16:19	  42474,136331	-255,4804	-44,5110	-299,9914	21,5221	21,4043	21,4700	42,5698
14.04.16 03:21:36	  42474,140000	-251,3888	-43,1761	-294,5649	21,5244	21,3975	21,4600	41,9411
14.04.16 03:26:52	  42474,143657	-253,1707	-41,9530	-295,1237	21,5177	21,4026	21,4400	42,1538
14.04.16 03:32:08	  42474,147315	-253,0776	-40,5374	-293,6150	21,5198	21,3425	21,4200	42,1606
14.04.16 03:37:24	  42474,150972	-248,2782	-39,2956	-287,5738	21,5150	21,3341	21,4100	42,2080
14.04.16 03:42:40	  42474,154630	-247,5083	-38,0973	-285,6056	21,4596	21,3377	21,3800	42,4086
14.04.16 03:47:57	  42474,158299	-242,2246	-37,9545	-280,1791	21,4500	21,3500	21,3700	42,4851
14.04.16 03:53:13	  42474,161956	-239,2568	-38,0538	-277,3106	21,4636	21,2827	21,3400	42,1288
14.04.16 03:58:29	  42474,165613	-236,0654	-36,9859	-273,0514	21,4596	21,2908	21,3300	42,4395
14.04.16 04:03:45	  42474,169271	-231,7379	-34,7570	-266,4949	21,3972	21,2861	21,3100	42,2997
