Date and Time     	Excel-Time    	1-Laser-	2-Laser-	3-Sum   	4-TC1  	5-Tair 	6-rH%  
12.04.16 10:41:17	  42472,445336	-1479,3438	-1596,6843	-3076,0281	18,6230	18,6132	18,8200	42,7163
12.04.16 10:46:34	  42472,449005	-1480,0889	-1598,2178	-3078,3067	18,6315	18,6222	18,8700	42,8318
12.04.16 10:51:50	  42472,452662	-1480,6787	-1599,4099	-3080,0886	18,6839	18,6822	18,9200	42,8666
12.04.16 10:57:06	  42472,456319	-1483,7893	-1601,7941	-3085,5834	18,6829	18,7404	18,9600	42,9969
12.04.16 11:02:22	  42472,459977	-1483,7459	-1602,1480	-3085,8939	18,7442	18,7361	19,0200	43,0170
12.04.16 11:07:39	  42472,463646	-1484,9255	-1604,0914	-3089,0169	18,8067	18,7369	19,0800	43,2264
12.04.16 11:12:55	  42472,467303	-1484,3792	-1607,2703	-3091,6495	18,8109	18,8006	19,1000	43,2241
12.04.16 11:18:11	  42472,470961	-1485,9935	-1609,7662	-3095,7597	18,8741	18,8636	19,1600	43,2442
12.04.16 11:23:27	  42472,474618	-1488,1107	-1611,6289	-3099,7396	18,9344	18,9178	19,2000	43,1849
12.04.16 11:28:44	  42472,478287	-1489,4145	-1609,9960	-3099,4105	18,9377	18,9398	19,2500	43,2738
12.04.16 11:34:00	  42472,481944	-1493,2950	-1614,6774	-3107,9724	18,9980	18,9779	19,3000	43,3355
12.04.16 11:39:16	  42472,485602	-1492,2830	-1614,9630	-3107,2460	18,9953	19,0431	19,3500	43,3426
12.04.16 11:44:32	  42472,489259	-1496,3932	-1617,6328	-3114,0260	19,0584	19,0436	19,4000	43,4862
12.04.16 11:49:48	  42472,492917	-1501,4845	-1619,1478	-3120,6322	19,0615	19,1138	19,4400	43,4809
12.04.16 11:55:05	  42472,496586	-1500,2365	-1619,5700	-3119,8064	19,1252	19,1007	19,4900	43,5425
12.04.16 12:00:21	  42472,500243	-1504,4647	-1622,8172	-3127,2819	19,1842	19,1717	19,5300	43,5644
12.04.16 12:05:37	  42472,503900	-1508,4011	-1628,2437	-3136,6448	19,2472	19,2349	19,6100	43,7180
12.04.16 12:10:53	  42472,507558	-1509,6242	-1630,6403	-3140,2645	19,2565	19,2312	19,6500	43,6848
12.04.16 12:16:10	  42472,511227	-1512,7535	-1632,5153	-3145,2688	19,3173	19,2898	19,7000	43,8015
12.04.16 12:21:26	  42472,514884	-1510,4624	-1630,9383	-3141,4007	19,3770	19,3546	19,7400	43,8785
12.04.16 12:26:42	  42472,518542	-1511,5676	-1633,8627	-3145,4302	19,3757	19,3662	19,7800	43,9555
12.04.16 12:31:58	  42472,522199	-1510,6176	-1634,2786	-3144,8963	19,4434	19,4265	19,8200	44,0325
12.04.16 12:37:15	  42472,525868	-1512,1823	-1634,9430	-3147,1252	19,4392	19,4392	19,8700	44,2605
12.04.16 12:42:31	  42472,529525	-1517,3356	-1640,1956	-3157,5312	19,5025	19,5050	19,9100	43,9772
12.04.16 12:47:47	  42472,533183	-1520,8249	-1640,2329	-3161,0578	19,5034	19,5559	19,9600	44,1221
12.04.16 12:53:03	  42472,536840	-1522,9794	-1642,9710	-3165,9504	19,5637	19,5556	20,0000	44,1158
12.04.16 12:58:20	  42472,540509	-1525,4070	-1644,2128	-3169,6198	19,6302	19,6158	20,0500	44,2610
12.04.16 13:03:36	  42472,544167	-1526,2576	-1644,2190	-3170,4766	19,6957	19,6783	20,1000	44,3506
12.04.16 13:08:52	  42472,547824	-1526,3011	-1644,2065	-3170,5076	19,6956	19,6807	20,1500	44,3565
12.04.16 13:14:08	  42472,551481	-1527,0027	-1644,8398	-3171,8425	19,7631	19,7473	20,1900	44,3498
12.04.16 13:19:24	  42472,555139	-1527,5491	-1645,0447	-3172,5938	19,7578	19,7574	20,2400	44,6914
12.04.16 13:24:41	  42472,558808	-1532,4168	-1648,6396	-3181,0564	19,8118	19,8119	20,2800	44,4046
12.04.16 13:29:57	  42472,562465	-1532,0443	-1649,4592	-3181,5035	19,8134	19,8726	20,3200	44,4819
12.04.16 13:35:13	  42472,566123	-1533,6772	-1652,0234	-3185,7006	19,8769	19,8790	20,3600	44,2779
12.04.16 13:40:29	  42472,569780	-1538,0296	-1654,9043	-3192,9339	19,8839	19,9447	20,4000	44,1295
12.04.16 13:45:46	  42472,573449	-1539,8922	-1659,8466	-3199,7388	19,9507	19,9420	20,4300	44,1096
12.04.16 13:51:02	  42472,577106	-1540,7614	-1662,4294	-3203,1909	20,0085	20,0097	20,4600	44,1743
12.04.16 13:56:18	  42472,580764	-1543,4002	-1664,6211	-3208,0213	20,0139	20,0132	20,5000	44,0533
12.04.16 14:01:34	  42472,584421	-1545,6975	-1667,6821	-3213,3795	20,0700	20,0642	20,5300	44,2595
12.04.16 14:06:50	  42472,588079	-1553,4523	-1670,0290	-3223,4813	20,1337	20,0579	20,6000	44,0041
12.04.16 14:12:07	  42472,591748	-1556,8361	-1674,3007	-3231,1367	20,1300	20,1472	20,6600	43,7065
12.04.16 14:17:23	  42472,595405	-1559,9715	-1682,8564	-3242,8280	20,1322	20,1844	20,7300	42,9324
12.04.16 14:22:39	  42472,599063	-1560,6172	-1682,2293	-3242,8466	20,1963	20,2472	20,7900	42,3995
12.04.16 14:27:55	  42472,602720	-1561,8093	-1683,4401	-3245,2494	20,2566	20,2492	20,8100	42,3651
12.04.16 14:33:12	  42472,606389	-1565,6774	-1689,7668	-3255,4443	20,2584	20,3032	20,8400	42,3133
12.04.16 14:38:28	  42472,610046	-1567,6456	-1691,2011	-3258,8467	20,3241	20,3088	20,8700	42,8665
12.04.16 14:43:44	  42472,613704	-1575,4128	-1693,5666	-3268,9795	20,3897	20,3665	20,8900	42,8322
12.04.16 14:49:00	  42472,617361	-1577,3500	-1693,3431	-3270,6931	20,3894	20,3828	20,9200	43,1553
12.04.16 14:54:17	  42472,621030	-1579,6473	-1695,4727	-3275,1200	20,4544	20,4535	20,9500	43,2193
12.04.16 14:59:33	  42472,624688	-1581,4106	-1695,9881	-3277,3986	20,4482	20,4507	20,9900	43,3528
12.04.16 15:04:49	  42472,628345	-1582,1246	-1700,5516	-3282,6761	20,5064	20,4515	21,0300	43,2843
12.04.16 15:10:05	  42472,632002	-1586,2783	-1704,6990	-3290,9773	20,5189	20,5105	21,0700	43,3891
12.04.16 15:15:22	  42472,635671	-1586,7626	-1705,7670	-3292,5295	20,5771	20,5748	21,1200	43,2451
12.04.16 15:20:38	  42472,639329	-1591,2764	-1710,2497	-3301,5261	20,5743	20,6332	21,1600	43,4368
12.04.16 15:25:54	  42472,642986	-1597,7149	-1718,0045	-3315,7195	20,6362	20,6373	21,2000	43,5998
12.04.16 15:31:10	  42472,646644	-1597,5162	-1716,3654	-3313,8817	20,6348	20,6960	21,2400	43,4145
12.04.16 15:36:26	  42472,650301	-1600,8317	-1720,3018	-3321,1336	20,7025	20,6912	21,2800	43,7521
12.04.16 15:41:43	  42472,653970	-1602,3405	-1725,1509	-3327,4914	20,7580	20,7601	21,3300	43,6945
12.04.16 15:46:59	  42472,657627	-1604,8675	-1723,6670	-3328,5345	20,7623	20,7612	21,3700	43,8581
12.04.16 15:52:15	  42472,661285	-1611,2439	-1729,5157	-3340,7596	20,8242	20,8460	21,4200	43,7711
12.04.16 15:57:31	  42472,664942	-1613,3860	-1732,9988	-3346,3848	20,8941	20,8227	21,4500	43,8939
12.04.16 16:02:48	  42472,668611	-1616,2296	-1732,2538	-3348,4834	20,8948	20,8658	21,4800	44,2214
12.04.16 16:08:04	  42472,672268	-1615,2983	-1736,0598	-3351,3581	20,8866	20,8727	21,5200	44,2395
12.04.16 16:13:20	  42472,675926	-1620,1536	-1739,5429	-3359,6965	20,9488	20,9443	21,5600	44,1112
12.04.16 16:18:36	  42472,679583	-1625,2448	-1741,3249	-3366,5697	21,0179	20,9396	21,5900	44,4395
12.04.16 16:23:53	  42472,683252	-1623,0283	-1743,8208	-3366,8491	21,0117	21,0024	21,6300	44,4577
12.04.16 16:29:09	  42472,686910	-1624,9157	-1742,5853	-3367,5010	21,0768	21,0708	21,6800	44,4583
12.04.16 16:34:25	  42472,690567	-1626,7722	-1747,8690	-3374,6411	21,0773	21,0535	21,7100	44,4938
12.04.16 16:39:41	  42472,694225	-1632,8755	-1752,4324	-3385,3079	21,1472	21,1589	21,7200	44,5938
12.04.16 16:44:58	  42472,697894	-1635,3341	-1754,0716	-3389,4057	21,1378	21,1300	21,7600	44,8765
12.04.16 16:50:14	  42472,701551	-1636,8243	-1761,5904	-3398,4147	21,2132	21,1305	21,7600	44,8765
12.04.16 16:55:30	  42472,705208	-1635,0734	-1761,6898	-3396,7632	21,2055	21,1853	21,7800	45,0767
12.04.16 17:00:46	  42472,708866	-1640,8910	-1763,7573	-3404,6484	21,2032	21,1854	21,8000	45,3945
12.04.16 17:06:03	  42472,712535	-1643,3870	-1764,8004	-3408,1874	21,2687	21,1845	21,8200	45,4480
12.04.16 17:11:19	  42472,716192	-1646,2617	-1767,3646	-3413,6263	21,2663	21,2485	21,8300	45,4895
12.04.16 17:16:35	  42472,719850	-1649,5151	-1769,8668	-3419,3819	21,2700	21,2507	21,8500	46,1011
12.04.16 17:21:51	  42472,723507	-1650,4092	-1771,3693	-3421,7785	21,3306	21,3056	21,8600	46,1720
12.04.16 17:27:08	  42472,727176	-1654,5504	-1772,9650	-3427,5154	21,3307	21,3223	21,8700	46,0962
12.04.16 17:32:24	  42472,730833	-1657,7107	-1779,1924	-3436,9032	21,3277	21,3575	21,9000	46,3972
12.04.16 17:37:40	  42472,734491	-1660,3371	-1779,1366	-3439,4736	21,3310	21,3658	21,9200	46,5686
12.04.16 17:42:56	  42472,738148	-1663,6339	-1781,6635	-3445,2975	21,3945	21,3690	21,9300	46,3753
12.04.16 17:48:13	  42472,741817	-1668,6693	-1781,9119	-3450,5812	21,3945	21,3782	21,9400	46,5345
12.04.16 17:53:29	  42472,745475	-1669,8117	-1783,1040	-3452,9157	21,4581	21,4479	21,9500	46,4293
12.04.16 17:58:45	  42472,749132	-1673,5867	-1784,4141	-3458,0007	21,4543	21,4381	21,9700	46,3950
12.04.16 18:04:01	  42472,752789	-1678,1067	-1787,9593	-3466,0660	21,4590	21,4948	21,9800	46,2601
12.04.16 18:09:17	  42472,756447	-1678,9821	-1787,5868	-3466,5689	21,5230	21,5190	22,0000	46,2257
12.04.16 18:14:34	  42472,760116	-1681,5091	-1789,9585	-3471,4676	21,5225	21,5044	22,0200	46,4859
12.04.16 18:19:50	  42472,763773	-1685,8180	-1793,6528	-3479,4708	21,5188	21,4869	22,0300	46,6749
12.04.16 18:25:06	  42472,767431	-1691,5798	-1796,3598	-3487,9396	21,5243	21,5397	22,0300	46,6749
12.04.16 18:30:22	  42472,771088	-1695,2058	-1802,9163	-3498,1221	21,5832	21,5523	22,0300	46,9103
12.04.16 18:35:39	  42472,774757	-1696,5593	-1806,8217	-3503,3810	21,5881	21,4838	22,0200	46,8097
12.04.16 18:40:55	  42472,778414	-1700,4274	-1806,8776	-3507,3049	21,5856	21,5552	22,0200	46,6920
12.04.16 18:46:11	  42472,782072	-1701,4208	-1811,0064	-3512,4272	21,5897	21,5430	22,0100	46,8267
12.04.16 18:51:27	  42472,785729	-1705,8539	-1813,4216	-3519,2755	21,5865	21,5538	22,0100	46,5619
12.04.16 18:56:44	  42472,789398	-1709,7779	-1814,8931	-3524,6710	21,5823	21,5582	22,0000	46,3730
12.04.16 19:02:00	  42472,793056	-1710,4360	-1817,4884	-3527,9244	21,5879	21,5574	21,9900	46,5667
12.04.16 19:07:16	  42472,796713	-1713,5777	-1819,2393	-3532,8170	21,5848	21,5522	21,9900	46,5667
12.04.16 19:12:32	  42472,800370	-1718,8117	-1820,4004	-3539,2120	21,5927	21,6184	21,9800	46,1423
12.04.16 19:17:49	  42472,804039	-1724,1451	-1825,4171	-3549,5621	21,5827	21,5465	21,9700	46,2184
12.04.16 19:23:05	  42472,807697	-1726,7093	-1826,9755	-3553,6848	21,5826	21,5496	21,9400	46,2406
12.04.16 19:28:21	  42472,811354	-1734,5014	-1830,2289	-3564,7303	21,5836	21,5342	21,9300	46,0225
12.04.16 19:33:37	  42472,815012	-1736,9104	-1832,2157	-3569,1261	21,5813	21,5401	21,9100	45,9981
12.04.16 19:38:53	  42472,818669	-1738,7792	-1833,1657	-3571,9449	21,5879	21,5305	21,9000	45,8095
12.04.16 19:44:10	  42472,822338	-1742,6970	-1834,7551	-3577,4522	21,5836	21,5390	21,8900	45,7385
12.04.16 19:49:26	  42472,825995	-1745,3295	-1835,7734	-3581,1029	21,5841	21,5390	21,8800	45,8734
12.04.16 19:54:42	  42472,829653	-1746,3354	-1838,3314	-3584,6668	21,5163	21,4702	21,8600	45,9078
12.04.16 19:59:58	  42472,833310	-1752,7180	-1838,4308	-3591,1488	21,5194	21,4702	21,8400	45,9128
12.04.16 20:05:15	  42472,836979	-1757,5795	-1840,0761	-3597,6556	21,5259	21,4610	21,8300	45,7832
12.04.16 20:10:31	  42472,840637	-1759,4049	-1842,4603	-3601,8652	21,5202	21,4436	21,8000	45,8347
12.04.16 20:15:47	  42472,844294	-1762,4410	-1843,6648	-3606,1058	21,5244	21,4557	21,7800	46,1618
12.04.16 20:21:03	  42472,847951	-1763,0185	-1845,0804	-3608,0989	21,5210	21,4543	21,7600	45,9909
12.04.16 20:26:20	  42472,851620	-1766,2781	-1846,7816	-3613,0597	21,5215	21,4481	21,7400	46,2588
12.04.16 20:31:36	  42472,855278	-1770,0531	-1848,2779	-3618,3310	21,4618	21,3764	21,7200	46,0297
12.04.16 20:36:52	  42472,858935	-1775,3554	-1849,5508	-3624,9061	21,4612	21,3916	21,7100	45,6958
12.04.16 20:42:08	  42472,862593	-1778,9255	-1851,6059	-3630,5313	21,4567	21,3939	21,6800	45,5716
12.04.16 20:47:25	  42472,866262	-1781,8374	-1852,9904	-3634,8278	21,4597	21,3814	21,6700	46,0267
12.04.16 20:52:41	  42472,869919	-1780,7012	-1856,1445	-3636,8457	21,4652	21,3746	21,6500	45,9439
12.04.16 20:57:57	  42472,873576	-1783,1599	-1858,0941	-3641,2540	21,3962	21,3797	21,6200	45,9071
12.04.16 21:03:13	  42472,877234	-1787,3508	-1859,1496	-3646,5004	21,3907	21,3740	21,6100	45,5158
12.04.16 21:08:30	  42472,880903	-1788,7168	-1858,8578	-3647,5745	21,3984	21,3141	21,5800	45,7124
12.04.16 21:13:46	  42472,884560	-1791,9516	-1860,0064	-3651,9580	21,3974	21,2912	21,5600	45,6006
12.04.16 21:19:02	  42472,888218	-1792,6097	-1861,0557	-3653,6654	21,3958	21,3131	21,5500	45,6758
12.04.16 21:24:18	  42472,891875	-1792,5476	-1862,1919	-3654,7395	21,3944	21,2977	21,5300	45,7967
12.04.16 21:29:34	  42472,895532	-1795,2050	-1862,7072	-3657,9122	21,3959	21,2306	21,5000	45,7309
12.04.16 21:34:51	  42472,899201	-1794,0626	-1863,4958	-3657,5583	21,3346	21,2879	21,4800	46,0836
12.04.16 21:40:07	  42472,902859	-1794,7642	-1864,9921	-3659,7562	21,3288	21,2879	21,4700	45,9553
12.04.16 21:45:23	  42472,906516	-1795,1553	-1867,6619	-3662,8172	21,3301	21,2271	21,4500	45,5826
12.04.16 21:50:39	  42472,910174	-1801,2151	-1867,3887	-3668,6038	21,2678	21,2207	21,4300	45,5001
12.04.16 21:55:56	  42472,913843	-1805,9028	-1867,4756	-3673,3784	21,2663	21,2273	21,4200	45,1396
12.04.16 22:01:12	  42472,917500	-1806,6540	-1868,7733	-3675,4273	21,2721	21,2170	21,3900	45,2193
12.04.16 22:06:28	  42472,921157	-1805,4682	-1870,0709	-3675,5390	21,2667	21,1438	21,3700	45,2530
12.04.16 22:11:44	  42472,924815	-1809,1438	-1870,1702	-3679,3140	21,2683	21,1614	21,3500	44,8228
12.04.16 22:17:01	  42472,928484	-1812,3413	-1870,8967	-3683,2380	21,2653	21,1482	21,3300	45,4069
12.04.16 22:22:17	  42472,932141	-1812,3289	-1871,3872	-3683,7161	21,2669	21,1487	21,3100	44,8905
12.04.16 22:27:33	  42472,935799	-1813,0802	-1872,0639	-3685,1441	21,2000	21,0891	21,2900	45,2424
12.04.16 22:32:49	  42472,939456	-1813,3037	-1874,0197	-3687,3234	21,2025	21,0846	21,2700	44,8132
12.04.16 22:38:06	  42472,943125	-1813,1857	-1872,4427	-3685,6284	21,1385	21,0926	21,2500	45,1359
12.04.16 22:43:22	  42472,946782	-1812,3165	-1874,0197	-3686,3362	21,1443	21,0817	21,2300	44,8805
12.04.16 22:48:38	  42472,950440	-1813,1547	-1874,0321	-3687,1868	21,2059	21,0889	21,2200	44,7817
12.04.16 22:53:54	  42472,954097	-1814,2164	-1872,6662	-3686,8826	21,1444	21,0154	21,2000	45,0462
12.04.16 22:59:11	  42472,957766	-1814,9056	-1871,4555	-3686,3610	21,1411	21,0260	21,1700	44,2592
12.04.16 23:04:27	  42472,961424	-1817,3642	-1869,8101	-3687,1744	21,1455	21,0226	21,1500	44,1197
12.04.16 23:09:43	  42472,965081	-1817,0600	-1870,3938	-3687,4538	21,0824	21,0117	21,1300	44,7306
12.04.16 23:14:59	  42472,968738	-1817,9603	-1869,6735	-3687,6338	21,0787	21,0125	21,1100	44,3894
12.04.16 23:20:16	  42472,972407	-1818,4322	-1868,7422	-3687,1744	21,0793	20,9485	21,1000	43,8291
12.04.16 23:25:32	  42472,976065	-1818,3266	-1867,3701	-3685,6967	21,0808	20,9532	21,0800	44,3822
12.04.16 23:30:48	  42472,979722	-1819,7546	-1867,1590	-3686,9136	21,0146	20,9469	21,0600	44,1853
12.04.16 23:36:04	  42472,983380	-1819,7795	-1866,0662	-3685,8457	21,0130	20,8893	21,0400	43,9597
12.04.16 23:41:20	  42472,987037	-1817,3580	-1864,8555	-3682,2135	21,0127	20,9528	21,0200	44,2813
12.04.16 23:46:37	  42472,990706	-1818,4260	-1862,6762	-3681,1021	21,0129	20,8779	21,0000	43,9984
12.04.16 23:51:53	  42472,994363	-1816,1411	-1862,1236	-3678,2647	20,9576	20,8805	20,9800	43,8019
12.04.16 23:57:09	  42472,998021	-1817,5878	-1861,7449	-3679,3326	20,9513	20,8923	20,9600	43,6343
13.04.16 00:02:25	  42473,001678	-1814,1915	-1858,1810	-3672,3725	20,9560	20,8109	20,9400	43,8118
13.04.16 00:07:42	  42473,005347	-1815,4892	-1854,3191	-3669,8083	20,9553	20,8191	20,9300	43,8574
13.04.16 00:12:58	  42473,009005	-1813,9059	-1851,9598	-3665,8657	20,8918	20,8164	20,9100	43,7474
13.04.16 00:18:14	  42473,012662	-1812,8008	-1848,8181	-3661,6189	20,8877	20,8227	20,8800	43,6256
13.04.16 00:23:30	  42473,016319	-1812,5027	-1845,7385	-3658,2413	20,8924	20,7753	20,8700	43,6711
13.04.16 00:28:47	  42473,019988	-1811,7701	-1842,0753	-3653,8454	20,8898	20,7723	20,8400	43,6068
13.04.16 00:34:03	  42473,023646	-1810,8202	-1838,7226	-3649,5427	20,8272	20,7506	20,8300	43,3655
13.04.16 00:39:19	  42473,027303	-1811,7391	-1836,3446	-3648,0837	20,8259	20,7582	20,8100	43,2845
13.04.16 00:44:35	  42473,030961	-1811,0871	-1833,2899	-3644,3770	20,8344	20,7626	20,7900	43,4328
13.04.16 00:49:51	  42473,034618	-1806,8962	-1830,1420	-3637,0382	20,8324	20,7045	20,7700	43,2945
13.04.16 00:55:08	  42473,038287	-1804,9528	-1828,0993	-3633,0521	20,8286	20,6835	20,7600	43,2541
13.04.16 01:00:24	  42473,041944	-1805,5799	-1824,6099	-3630,1898	20,7629	20,6885	20,7400	43,2877
13.04.16 01:05:40	  42473,045602	-1802,6493	-1820,4066	-3623,0559	20,7642	20,7020	20,7200	43,3498
13.04.16 01:10:57	  42473,049271	-1800,2838	-1816,3522	-3616,6360	20,7603	20,6382	20,7000	43,3547
13.04.16 01:16:13	  42473,052928	-1798,4832	-1813,8066	-3612,2898	20,6986	20,6398	20,6900	43,2571
13.04.16 01:21:29	  42473,056586	-1799,0234	-1808,4794	-3607,5028	20,7028	20,6486	20,6700	43,1763
13.04.16 01:26:45	  42473,060243	-1796,5275	-1803,7173	-3600,2447	20,6995	20,5883	20,6500	43,2098
13.04.16 01:32:01	  42473,063900	-1794,8883	-1799,0358	-3593,9241	20,6986	20,5776	20,6400	43,2835
13.04.16 01:37:18	  42473,067569	-1791,0575	-1791,5107	-3582,5682	20,6377	20,5716	20,6300	43,2431
13.04.16 01:42:34	  42473,071227	-1788,7292	-1788,4374	-3577,1665	20,7039	20,5879	20,6100	43,2764
13.04.16 01:47:50	  42473,074884	-1788,3939	-1782,8929	-3571,2868	20,6366	20,5767	20,6000	43,2361
13.04.16 01:53:06	  42473,078542	-1785,3640	-1776,9262	-3562,2902	20,6401	20,5184	20,5900	43,2527
13.04.16 01:58:23	  42473,082211	-1781,8871	-1772,7291	-3554,6161	20,6331	20,5054	20,5700	43,2290
13.04.16 02:03:39	  42473,085868	-1779,8071	-1765,4772	-3545,2843	20,6329	20,5209	20,5500	43,2906
13.04.16 02:08:55	  42473,089525	-1776,4109	-1764,6576	-3541,0685	20,5718	20,5170	20,5400	43,1934
13.04.16 02:14:11	  42473,093183	-1773,2568	-1759,2187	-3532,4755	20,5785	20,5203	20,5200	43,2265
13.04.16 02:19:28	  42473,096852	-1770,8230	-1752,4449	-3523,2678	20,5729	20,5186	20,5100	42,9872
13.04.16 02:24:44	  42473,100509	-1765,3654	-1744,3237	-3509,6891	20,5753	20,4516	20,5000	43,2595
13.04.16 02:30:00	  42473,104167	-1763,5214	-1738,0094	-3501,5307	20,5780	20,4485	20,4800	43,2924
13.04.16 02:35:16	  42473,107824	-1761,5532	-1732,5953	-3494,1485	20,5133	20,4511	20,4700	42,9967
13.04.16 02:40:33	  42473,111493	-1759,1380	-1725,5420	-3484,6800	20,5108	20,3933	20,4500	43,1433
13.04.16 02:45:49	  42473,115150	-1755,5741	-1722,2141	-3477,7882	20,5153	20,3923	20,4400	43,1881
13.04.16 02:51:05	  42473,118808	-1753,0099	-1717,7314	-3470,7412	20,5122	20,3956	20,4200	43,2209
13.04.16 02:56:21	  42473,122465	-1748,3036	-1712,1993	-3460,5029	20,5093	20,4004	20,4100	43,2090
13.04.16 03:01:37	  42473,126123	-1742,5915	-1708,1884	-3450,7799	20,4495	20,3904	20,4000	43,2254
13.04.16 03:06:54	  42473,129792	-1739,6299	-1698,6144	-3438,2443	20,4564	20,3975	20,3800	43,2299
13.04.16 03:12:10	  42473,133449	-1735,2651	-1694,0385	-3429,3036	20,4467	20,3306	20,3600	43,2060
13.04.16 03:17:26	  42473,137106	-1732,5891	-1688,7859	-3421,3749	20,3810	20,3314	20,3500	43,1658
13.04.16 03:22:42	  42473,140764	-1726,7466	-1681,5464	-3408,2929	20,4541	20,3275	20,3400	43,1539
13.04.16 03:27:59	  42473,144433	-1725,5358	-1675,9150	-3401,4508	20,3851	20,3214	20,3300	42,8876
13.04.16 03:33:15	  42473,148090	-1720,6371	-1667,9429	-3388,5799	20,3906	20,2690	20,3100	43,0899
13.04.16 03:38:31	  42473,151748	-1713,4659	-1662,7399	-3376,2058	20,3880	20,2592	20,2900	42,9531
13.04.16 03:43:47	  42473,155405	-1712,0689	-1655,1837	-3367,2526	20,3882	20,2705	20,2700	42,9576
13.04.16 03:49:04	  42473,159074	-1708,3933	-1647,5034	-3355,8967	20,3866	20,2748	20,2600	42,5505
13.04.16 03:54:20	  42473,162731	-1704,3700	-1643,3063	-3347,6762	20,3290	20,2700	20,2500	42,7363
13.04.16 03:59:36	  42473,166389	-1699,3284	-1636,9795	-3336,3079	20,3267	20,2189	20,2300	42,7973
13.04.16 04:04:52	  42473,170046	-1694,9760	-1629,2681	-3324,2442	20,3230	20,2559	20,2200	42,8418
13.04.16 04:10:09	  42473,173715	-1689,2826	-1618,9491	-3308,2316	20,3219	20,2101	20,2100	43,0270
13.04.16 04:15:25	  42473,177373	-1683,0613	-1611,1632	-3294,2245	20,2616	20,2024	20,1900	42,5244
13.04.16 04:20:41	  42473,181030	-1682,0120	-1606,0720	-3288,0840	20,3257	20,1494	20,1900	42,4962
13.04.16 04:25:57	  42473,184687	-1677,8770	-1597,8143	-3275,6912	20,2620	20,1456	20,1700	42,3599
13.04.16 04:31:13	  42473,188345	-1671,5378	-1588,7183	-3260,2561	20,2635	20,1529	20,1600	42,3764
13.04.16 04:36:30	  42473,192014	-1667,2288	-1583,5837	-3250,8125	20,2683	20,1524	20,1400	42,5217
13.04.16 04:41:46	  42473,195671	-1662,5660	-1573,7861	-3236,3522	20,1915	20,1463	20,1300	42,3411
13.04.16 04:47:02	  42473,199329	-1658,0025	-1564,6964	-3222,6990	20,2008	20,1416	20,1200	42,0759
13.04.16 04:52:18	  42473,202986	-1652,3711	-1556,1593	-3208,5304	20,1987	20,1468	20,1100	42,1768
13.04.16 04:57:35	  42473,206655	-1647,6649	-1548,4045	-3196,0693	20,1961	20,1400	20,1000	42,2777
13.04.16 05:02:51	  42473,210312	-1641,5492	-1541,3947	-3182,9439	20,1998	20,0780	20,0800	42,3947
13.04.16 05:08:07	  42473,213970	-1636,9546	-1529,8898	-3166,8444	20,2006	20,0774	20,0800	42,1135
13.04.16 05:13:23	  42473,217627	-1631,6896	-1521,9860	-3153,6755	20,1955	20,0869	20,0700	42,3267
13.04.16 05:18:40	  42473,221296	-1624,0093	-1516,8016	-3140,8109	20,1357	20,0882	20,0500	41,9097
13.04.16 05:23:56	  42473,224954	-1620,8924	-1506,9420	-3127,8344	20,1319	20,0904	20,0400	41,9542
13.04.16 05:29:12	  42473,228611	-1615,5529	-1495,7413	-3111,2942	20,1289	20,0843	20,0300	42,2796
13.04.16 05:34:28	  42473,232269	-1607,6304	-1485,3540	-3092,9844	20,1329	20,0098	20,0200	42,2117
13.04.16 05:39:45	  42473,235938	-1604,0231	-1479,4928	-3083,5159	20,0679	20,0199	20,0000	41,8794
13.04.16 05:45:01	  42473,239595	-1599,5093	-1471,3717	-3070,8810	20,1341	20,0205	20,0000	41,7671
13.04.16 05:50:17	  42473,243252	-1595,7591	-1465,5292	-3061,2883	20,0697	20,0187	19,9800	41,8841
13.04.16 05:55:33	  42473,246910	-1590,8107	-1454,8562	-3045,6670	20,0676	19,9628	19,9700	41,9286
13.04.16 06:00:50	  42473,250579	-1583,6085	-1447,9520	-3031,5605	20,0688	19,9610	19,9600	42,0010
13.04.16 06:06:06	  42473,254236	-1578,9457	-1438,9741	-3017,9198	20,0748	19,9606	19,9600	41,8608
13.04.16 06:11:22	  42473,257894	-1572,3271	-1431,8960	-3004,2231	20,0647	19,9517	19,9400	41,5569
13.04.16 06:16:38	  42473,261551	-1565,4291	-1425,8424	-2991,2715	20,0010	19,9527	19,9300	41,7136
13.04.16 06:21:54	  42473,265208	-1559,7232	-1419,8323	-2979,5555	20,0103	19,9570	19,9200	41,6459
13.04.16 06:27:11	  42473,268877	-1554,6816	-1411,5932	-2966,2748	20,0062	19,8940	19,9200	41,7300
13.04.16 06:32:27	  42473,272535	-1545,5609	-1402,2862	-2947,8470	20,0065	19,9573	19,9000	41,5105
13.04.16 06:37:43	  42473,276192	-1536,8996	-1392,2403	-2929,1399	20,0089	19,8908	19,8900	41,5830
13.04.16 06:42:59	  42473,279850	-1530,7715	-1382,1448	-2912,9162	20,0094	19,8998	19,8800	41,4873
13.04.16 06:48:16	  42473,283519	-1525,7299	-1375,6938	-2901,4237	20,0102	19,8908	19,8800	41,5153
13.04.16 06:53:32	  42473,287176	-1521,2347	-1368,1998	-2889,4345	19,9478	19,8314	19,8600	41,4641
13.04.16 06:58:48	  42473,290833	-1513,3992	-1356,3534	-2869,7525	19,9439	19,8936	19,8500	41,3965
